INCIDENT_TYPE,IncidentRole,FILENUM,CASENUM,Time Occurred,Date Occurred,OCCURRED_DAY,STREET_N,STREET,CITY,STATE,ZIPCODE,PRECINCT,Incident Precinct,UoF_1,UoF_1_Zones,UoF_1_Effective,UoF_1_Deployed_Only,UoF_1_Arc_Display_Only,UoF_2,UoF_2_Zones,UoF_2_Effective,UoF_2_Deployed_Only,UoF_2_Arc_Display_Only,UoF_3,UoF_3_Zones,UoF_3_Effective,UoF_3_Deployed_Only,UoF_3_Arc_Display_Only,UoF_4,UoF_4_Zones,UoF_4_Effective,UoF_4_Deployed_Only,UoF_4_Arc_Display_Only,UoF_5,UoF_5_Zones,UoF_5_Effective,UoF_5_Deployed_Only,UoF_5_Arc_Display_Only,UoF_6,UoF_6_Zones,UoF_6_Effective,UoF_6_Deployed_Only,UoF_6_Arc_Display_Only,UoF_7,UoF_7_Zones,UoF_7_Effective,UoF_7_Deployed_Only,UoF_7_Arc_Display_Only,UoF_8,UoF_8_Zones,UoF_8_Effective,UoF_8_Deployed_Only,UoF_8_Arc_Display_Only,UoF_9,UoF_9_Zones,UoF_9_Effective,UoF_9_Deployed_Only,UoF_9_Arc_Display_Only,UoF_10,UoF_10_Zones,UoF_10_Effective,UoF_10_Deployed_Only,UoF_10_Arc_Display_Only,CIT_INFL_ASSMT,IN_BLUETEAM,STATUS,LL Used,40MM,BB,BB - OC,OC Can,OC Spray,CS Can,CS,Chem Other,FN303,BlueNose,Sting,NFDD,PB Launch,Baton,Orange,Other Wpn,Total
Level 2 - Use of Force,Officer,2020UOF-0953,2020-177015,15:43:00,5/30/20,Saturday,,5 Ave / Pine St,Seattle,WA,,M1 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,"21, 26",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0957,2020-177015,22:47:00,5/30/20,Saturday,,700 block Pine Street,Seattle,WA,98101,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,1,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0999,2020-177015,10:00:00,5/30/20,Saturday,,5 Ave / Pine St,Seattle,WA,,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,"1, 1",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1103,2020-177015,,5/30/20,Saturday,,5 av / Pine St,Seattle,WA,,M1 | MARY | WEST,Demonstration,Baton – Straight – Impact,8,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0609,2020-177015,16:32:00,5/30/20,Saturday,600,5 Av,Seattle,WA,98101,K2 | KING | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0847,2020-177015,11:00:00,5/30/20,Saturday,1600,5 Ave,Seattle,WA,,M1 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,"1, 15",Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIT / Behavioral Crisis Event,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0821,2020-177015,17:30:00,5/30/20,Saturday,,500 blk Pine St,Seattle,WA,,M2 | MARY | WEST,Demonstration,Balls - Blast,26,Yes,No,,Balls - Blast,26,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0843,2020-177015,14:40:00,5/30/20,Saturday,500,Pine St,Seattle,WA,98101,M2 | MARY | WEST,Demonstration,Balls - Blast,26,No,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0846,2020-177015,22:45:00,5/30/20,Saturday,700,Pine St,Seattle,WA,,M2 | MARY | WEST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0920,2020-177015,22:02:00,5/30/20,Saturday,1500,6 Av,Seattle,WA,,D2 | DAVID | WEST,Demonstration,Balls - Blast,26,Yes,No,,Balls - Blast,"23, 25, 11, 13",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0973,2020-177015,6:00:00,5/30/20,Saturday,,Westlake Park,Seattle,WA,98101,M2 | MARY | WEST,Demonstration,Balls - OC,26,Yes,No,,Balls - Blast,26,Yes,No,,Verbal Commands,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0674,2020-177015,14:56:00,5/30/20,Saturday,1620,4 av,Seattle,WA,,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,20,No,No,,Balls - Blast,11,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0825,2020-177015,16:00:00,5/30/20,Saturday,1500,5 Ave,Seattle,WA,,M1 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0956,2020-177015,14:50:00,5/30/20,Saturday,1600,4 Av,Seattle,WA,,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Balls - Blast,26,Yes,No,,Balls - OC,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1251,2020-177015,16:52:00,5/30/20,Saturday,Dwntn,5th Ave / Pine St,Seattle,WA,,M1 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0592,2020-177015,16:00:00,5/30/20,Saturday,,,Seattle,WA,,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0656,2020-177015,16:09:00,5/30/20,Saturday,610,5 av,seattle,WA,98124,K1 | KING | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0818,2020-177015,9:02:00,5/30/20,Saturday,401,Pine ST,Seattle,WA,,M3 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,"1, 2",Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0819,2020-177015,18:15:00,5/30/20,Saturday,1700,6th Ave,Seattle,WA,98101,M2 | MARY | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0822,2020-177015,23:00:00,5/30/20,Saturday,,5 av / Pine St,Seattle,WA,,M2 | MARY | WEST,Demonstration,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0574,2020-177015,15:00:00,5/30/20,Saturday,600,Block of 5th AV,Seattle,WA,,K1 | KING | WEST,Demonstration,FN303,"12, 12, 12",Yes,No,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0576,2020-177015,14:00:00,5/30/20,Saturday,,600 block 5 Av,Seattle,WA,98122,D2 | DAVID | WEST,Demonstration,Blue Nose Device,"12, 10",Yes,No,,40mm - BIP Round,"10, 12",Yes,No,,40mm - BIP Round,"10, 12",Yes,No,,Blue Nose Device,"10, 12",Yes,No,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-0589,2020-177015,16:08:00,5/30/20,Saturday,610,5 Av,Seattle,WA,98104,K1 | KING | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0653,2020-177015,16:00:00,5/30/20,Saturday,610,5 Av,Seattle,WA,98104,K1 | KING | WEST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0699,2020-177015,19:00:00,5/30/20,Saturday,500,Pine ST,Seattle,WA,98101,M2 | MARY | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Canister - OC,,Yes,Yes,,Canister - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0895,2020-177015,13:00:00,5/30/20,Saturday,500,Pine St,Seattle,WA,,M2 | MARY | WEST,Demonstration,Balls - Blast,13,No,No,,Balls - OC,11,No,No,,Chemical Agent – OC Spray,1,Yes,No,,Canister - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0896,2020-177015,13:30:00,5/30/20,Saturday,,500 PINE ST,SEATTLE,WA,,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-1157,2020-177015,13:00:00,5/30/20,Saturday,1600,5 Ave,Seattle,WA,,M2 | MARY | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0588,2020-177015,12:00:00,5/30/20,Saturday,400,Pine St,Seattle,WA,,M2 | MARY | WEST,Demonstration,Blue Nose Device,10,Yes,No,,Pepperball Launcher,12,Yes,No,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0700,2020-177015,15:45:00,5/30/20,Saturday,600,5 AV,SEATTLE,WA,98101,K1 | KING | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0844,2020-177015,20:00:00,5/30/20,Saturday,700,Pine St,Seattle,WA,,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,,Yes,Yes,,Chemical Agent – OC Spray,,Yes,Yes,,Chemical Agent – OC Spray,"1, 14",Yes,No,,Chemical Agent – OC Spray,"1, 14",Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0641,2020-177015,16:33:00,5/30/20,Saturday,600,5 Ave,Seattle,WA,98104,K2 | KING | WEST,Demonstration,Canister - OC,,Yes,Yes,,Canister - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Pepperball Launcher,"10, 10",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0650,2020-177015,,5/30/20,Saturday,,5 AV / Pine St,Seattle,WA,,M2 | MARY | WEST,Demonstration,NFDD,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Chemical Agent - CS,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0655,2020-177015,13:00:00,5/30/20,Saturday,400,Pine,Seattle,WA,98108,D2 | DAVID | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0710,2020-177015,14:30:00,5/30/20,Saturday,,5 Av / Pine St,Seattle,WA,,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Baton – Straight – Impact,8,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0873,2020-177015,16:00:00,5/30/20,Saturday,610,5th Ave,Seattle,WA,98104,K1 | KING | WEST,Demonstration,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0575,2020-177015,12:00:00,5/30/20,Saturday,,610 5 Av,Seattle,WA,,K2 | KING | WEST,Demonstration,FN303,22,Yes,No,,FN303,22,Yes,No,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,6,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-0577,2020-177015,16:33:00,5/30/20,Saturday,610,5th av,Seattle,WA,,K1 | KING | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent - CS,1,Yes,No,,Chemical Agent - CS,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,6,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-0594,2020-177015,17:00:00,5/30/20,Saturday,,5 Av / Cherry St,Seattle,WA,,K1 | KING | WEST,Demonstration,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,6,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-1053,2020-177015,14:45:00,5/30/20,Saturday,,5 av / Pine St,Seattle,WA,,M2 | MARY | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Chemical Agent – OC Spray,1,No,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-0652,2020-177015,12:00:00,5/30/20,Saturday,,5 av / pine st,Seattle,WA,,M2 | MARY | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Canister - CS,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Blue Nose Device,10,Yes,No,,Blue Nose Device,12,Yes,No,,40mm - BIP Round,10,Yes,No,,40mm - BIP Round,12,Yes,No,,Canister - CS,,Yes,Yes,,,,,,,,,,,,,Yes,Initial,6,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,8
Level 2 - Use of Force,Officer,2020UOF-0673,2020-177015,15:40:00,5/30/20,Saturday,1600 blk,1600 5 Av,Seatle,,,M2 | MARY | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,No,Yes,,Canister - CS,,Yes,Yes,,Blue Nose Device,"10, 11",Yes,No,,Blue Nose Device,"12, 13",Yes,No,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,6,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-0725,2020-177015,16:00:00,5/30/20,Saturday,,downtown seattle area,Seattle,WA,98101,K1 | KING | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Level 2 - Use of Force,Officer,2020UOF-1009,2020-177015,14:00:00,5/30/20,Saturday,400,Pine St,Seattle,WA,98101,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,Chemical Agent – OC Spray,"1, 1",Yes,No,,Balls - Blast,26,Yes,No,,Balls - Blast,26,Yes,No,,Balls - OC,26,Yes,No,,,Yes,Initial,10,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,10
Level 2 - Use of Force,Officer,2020UOF-0595,2020-177015,17:00:00,5/30/20,Saturday,610,5th Ave,Seattle,WA,,K1 | KING | WEST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,Yes,Initial,10,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10
Level 2 - Use of Force,Officer,2020UOF-0579,2020-177227,14:53:00,5/30/20,Saturday,,1600 blk 4 Av,Seattle,WA,98122,D1 | DAVID | WEST,Demonstration,Blue Nose Device,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0578,2020-177227,14:50:00,5/30/20,Saturday,1600,5 AV,Seattle,WA,98101,M2 | MARY | WEST,Demonstration,Other Weapon - Other,"22, 22, 22, 22, 22, 22, 24, 26, 26",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Level 2 - Use of Force,Officer,2020UOF-0774,2020-177227,14:10:00,5/30/20,Saturday,1600,4 av,seattle,WA,98101,M2 | MARY | WEST,Demonstration,Chemical Agent – OC Spray,"14, 1",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0826,2020-177281,13:30:00,5/30/20,Saturday,,500 PINE ST,Seattle,WA,,M2 | MARY | WEST,Demonstration,Control Hold – Takedown,14,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0908,2020-177281,14:39:00,5/30/20,Saturday,1600,5 Av,Seattle,WA,,D2 | DAVID | WEST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Personal Weapons – Feet/Leg Kick/Knee,"8, 21",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0827,2020-177283,13:30:00,5/30/20,Saturday,,500 PINE ST,SEATTLE,WA,,M2 | MARY | WEST,Demonstration,Personal Weapons – Punch/Elbow,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-0974,2020-177286,15:59:00,5/30/20,Saturday,400,Olive Wy,Seattle,WA,98101,M2 | MARY | WEST,Demonstration,Personal Weapons – Punch/Elbow,19,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-0909,2020-177312,16:52:00,5/30/20,Saturday,,1600 Blk Pine St,Seattle,WA,,M2 | MARY | WEST,Demonstration,Control Hold – Restraint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-0775,2020-177312,17:09:00,5/30/20,Saturday,,1600 5th Ave S,Seattle,WA,98101,D3 | DAVID | WEST,Demonstration,Control Hold – Restraint,6,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 1 - Use of Force,Officer,2020UOF-0828,2020-177314,17:12:00,5/30/20,Saturday,500,Pine St,Seattle,WA,98101,M2 | MARY | WEST,Demonstration,Handcuffing,"4, 6",Yes,No,,Control Hold – Takedown,"7, 4",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impaired by Alcohol or Drugs,No,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 1 - Use of Force,Officer,2020UOF-0829,2020-177314,16:30:00,5/30/20,Saturday,1500,5 AV,Seattle,WA,98101,M3 | MARY | WEST,Demonstration,Control Hold – Team Takedown,"7, 20",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impaired by Alcohol or Drugs,No,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
